IND,GENOTYPE,TREAT,REP,GROUP,SEX,DT
1,100,A,1,E1,F,228
2,100,A,1,E1,F,228
3,100,A,1,E1,F,228
4,100,A,1,E1,F,228
5,100,A,1,E1,F,228
6,100,A,1,E1,F,228
7,100,A,1,E1,F,228
8,100,A,1,E1,F,228
9,100,A,1,E1,F,228
10,100,A,1,E1,F,228
11,100,A,1,E1,F,228
12,100,A,1,E1,M,236
13,100,A,1,E1,M,236
14,100,A,1,E1,M,236
15,100,A,1,E1,M,236
16,100,A,1,E1,M,244
17,100,A,1,E1,M,244
18,100,A,1,E1,M,244
19,100,A,1,E1,F,244
20,100,A,1,E1,M,244
21,100,A,1,E1,F,244
22,100,A,1,E1,M,244
23,100,A,1,E1,M,244
24,100,A,1,E1,M,244
25,100,A,1,E1,F,244
26,100,A,1,E1,F,260
27,100,A,1,E1,F,268
28,100,A,1,E1,F,268
29,100,A,1,E1,F,276
30,100,A,1,E1,F,276
1,100,A,2,E1,F,228
2,100,A,2,E1,F,228
3,100,A,2,E1,F,228
4,100,A,2,E1,F,228
5,100,A,2,E1,F,228
6,100,A,2,E1,F,228
7,100,A,2,E1,F,228
8,100,A,2,E1,F,228
9,100,A,2,E1,F,236
10,100,A,2,E1,F,236
11,100,A,2,E1,M,244
12,100,A,2,E1,M,244
13,100,A,2,E1,F,244
14,100,A,2,E1,M,244
15,100,A,2,E1,F,252
16,100,A,2,E1,M,252
17,100,A,2,E1,M,252
18,100,A,2,E1,M,252
19,100,A,2,E1,M,252
20,100,A,2,E1,M,252
21,100,A,2,E1,M,252
22,100,A,2,E1,M,252
23,100,A,2,E1,M,252
24,100,A,2,E1,NA,NA
25,100,A,2,E1,NA,NA
26,100,A,2,E1,NA,NA
27,100,A,2,E1,NA,NA
28,100,A,2,E1,NA,NA
29,100,A,2,E1,NA,NA
30,100,A,2,E1,NA,NA
1,100,B,1,E1,F,220
2,100,B,1,E1,F,220
3,100,B,1,E1,F,220
4,100,B,1,E1,M,220
5,100,B,1,E1,M,228
6,100,B,1,E1,M,228
7,100,B,1,E1,M,228
8,100,B,1,E1,M,228
9,100,B,1,E1,M,228
10,100,B,1,E1,F,228
11,100,B,1,E1,F,228
12,100,B,1,E1,F,228
13,100,B,1,E1,F,228
14,100,B,1,E1,F,228
15,100,B,1,E1,M,236
16,100,B,1,E1,M,236
17,100,B,1,E1,M,236
18,100,B,1,E1,M,236
19,100,B,1,E1,F,244
20,100,B,1,E1,F,244
21,100,B,1,E1,F,244
22,100,B,1,E1,M,244
23,100,B,1,E1,M,260
24,100,B,1,E1,M,268
25,100,B,1,E1,M,276
26,100,B,1,E1,F,276
27,100,B,1,E1,F,284
28,100,B,1,E1,NA,NA
29,100,B,1,E1,NA,NA
30,100,B,1,E1,NA,NA
1,100,B,2,E1,M,220
2,100,B,2,E1,M,220
3,100,B,2,E1,M,220
4,100,B,2,E1,F,220
5,100,B,2,E1,F,220
6,100,B,2,E1,F,220
7,100,B,2,E1,F,220
8,100,B,2,E1,F,228
9,100,B,2,E1,F,228
10,100,B,2,E1,F,228
11,100,B,2,E1,F,228
12,100,B,2,E1,F,228
13,100,B,2,E1,F,228
14,100,B,2,E1,F,228
15,100,B,2,E1,F,228
16,100,B,2,E1,F,228
17,100,B,2,E1,M,244
18,100,B,2,E1,F,244
19,100,B,2,E1,F,244
20,100,B,2,E1,F,252
21,100,B,2,E1,M,260
22,100,B,2,E1,F,268
23,100,B,2,E1,F,268
24,100,B,2,E1,M,268
25,100,B,2,E1,M,276
26,100,B,2,E1,M,284
27,100,B,2,E1,NA,NA
28,100,B,2,E1,NA,NA
29,100,B,2,E1,NA,NA
30,100,B,2,E1,NA,NA
1,100,C,1,E1,F,212
2,100,C,1,E1,F,212
3,100,C,1,E1,F,212
4,100,C,1,E1,F,212
5,100,C,1,E1,F,212
6,100,C,1,E1,F,212
7,100,C,1,E1,F,220
8,100,C,1,E1,F,220
9,100,C,1,E1,F,220
10,100,C,1,E1,M,236
11,100,C,1,E1,M,236
12,100,C,1,E1,M,244
13,100,C,1,E1,M,244
14,100,C,1,E1,F,244
15,100,C,1,E1,F,244
16,100,C,1,E1,F,244
17,100,C,1,E1,F,244
18,100,C,1,E1,F,244
19,100,C,1,E1,F,244
20,100,C,1,E1,F,244
21,100,C,1,E1,F,244
22,100,C,1,E1,F,244
23,100,C,1,E1,F,244
24,100,C,1,E1,NA,NA
25,100,C,1,E1,NA,NA
26,100,C,1,E1,NA,NA
27,100,C,1,E1,NA,NA
28,100,C,1,E1,NA,NA
29,100,C,1,E1,NA,NA
30,100,C,1,E1,NA,NA
1,100,C,2,E1,F,212
2,100,C,2,E1,F,212
3,100,C,2,E1,F,220
4,100,C,2,E1,F,220
5,100,C,2,E1,F,220
6,100,C,2,E1,M,228
7,100,C,2,E1,M,228
8,100,C,2,E1,M,228
9,100,C,2,E1,M,228
10,100,C,2,E1,M,228
11,100,C,2,E1,M,228
12,100,C,2,E1,M,228
13,100,C,2,E1,M,228
14,100,C,2,E1,M,232
15,100,C,2,E1,M,232
16,100,C,2,E1,F,232
17,100,C,2,E1,F,232
18,100,C,2,E1,F,232
19,100,C,2,E1,F,232
20,100,C,2,E1,F,232
21,100,C,2,E1,F,232
22,100,C,2,E1,F,244
23,100,C,2,E1,F,244
24,100,C,2,E1,F,244
25,100,C,2,E1,F,244
26,100,C,2,E1,F,244
27,100,C,2,E1,M,244
28,100,C,2,E1,M,244
29,100,C,2,E1,M,252
30,100,C,2,E1,F,252
1,100,D,1,E1,F,236
2,100,D,1,E1,F,236
3,100,D,1,E1,F,236
4,100,D,1,E1,F,236
5,100,D,1,E1,M,236
6,100,D,1,E1,M,236
7,100,D,1,E1,M,236
8,100,D,1,E1,M,244
9,100,D,1,E1,M,244
10,100,D,1,E1,M,244
11,100,D,1,E1,F,244
12,100,D,1,E1,F,244
13,100,D,1,E1,F,244
14,100,D,1,E1,F,244
15,100,D,1,E1,M,252
16,100,D,1,E1,M,252
17,100,D,1,E1,M,252
18,100,D,1,E1,M,252
19,100,D,1,E1,M,252
20,100,D,1,E1,M,260
21,100,D,1,E1,M,260
22,100,D,1,E1,M,268
23,100,D,1,E1,M,268
24,100,D,1,E1,M,268
25,100,D,1,E1,NA,NA
26,100,D,1,E1,NA,NA
27,100,D,1,E1,NA,NA
28,100,D,1,E1,NA,NA
29,100,D,1,E1,NA,NA
30,100,D,1,E1,NA,NA
1,100,D,2,E1,F,236
2,100,D,2,E1,F,236
3,100,D,2,E1,F,236
4,100,D,2,E1,M,244
5,100,D,2,E1,F,236
6,100,D,2,E1,F,236
7,100,D,2,E1,M,244
8,100,D,2,E1,M,244
9,100,D,2,E1,M,244
10,100,D,2,E1,M,244
11,100,D,2,E1,M,244
12,100,D,2,E1,F,244
13,100,D,2,E1,M,244
14,100,D,2,E1,M,252
15,100,D,2,E1,M,252
16,100,D,2,E1,M,252
17,100,D,2,E1,F,252
18,100,D,2,E1,F,252
19,100,D,2,E1,F,252
20,100,D,2,E1,F,252
21,100,D,2,E1,F,252
22,100,D,2,E1,M,260
23,100,D,2,E1,M,276
24,100,D,2,E1,M,276
25,100,D,2,E1,M,276
26,100,D,2,E1,NA,NA
27,100,D,2,E1,NA,NA
28,100,D,2,E1,NA,NA
29,100,D,2,E1,NA,NA
30,100,D,2,E1,NA,NA
1,101,A,1,E1,F,220
2,101,A,1,E1,M,228
3,101,A,1,E1,M,236
4,101,A,1,E1,M,236
5,101,A,1,E1,M,236
6,101,A,1,E1,M,236
7,101,A,1,E1,M,236
8,101,A,1,E1,M,244
9,101,A,1,E1,M,244
10,101,A,1,E1,M,244
11,101,A,1,E1,M,244
12,101,A,1,E1,M,244
13,101,A,1,E1,M,244
14,101,A,1,E1,F,244
15,101,A,1,E1,F,244
16,101,A,1,E1,F,244
17,101,A,1,E1,F,244
18,101,A,1,E1,F,244
19,101,A,1,E1,F,252
20,101,A,1,E1,F,252
21,101,A,1,E1,F,260
22,101,A,1,E1,F,260
23,101,A,1,E1,F,260
24,101,A,1,E1,M,260
25,101,A,1,E1,F,260
26,101,A,1,E1,F,260
27,101,A,1,E1,M,276
28,101,A,1,E1,M,276
29,101,A,1,E1,M,276
30,101,A,1,E1,M,284
1,101,A,2,E1,F,220
2,101,A,2,E1,F,220
3,101,A,2,E1,F,220
4,101,A,2,E1,F,220
5,101,A,2,E1,F,220
6,101,A,2,E1,F,220
7,101,A,2,E1,F,220
8,101,A,2,E1,F,220
9,101,A,2,E1,F,220
10,101,A,2,E1,M,220
11,101,A,2,E1,M,220
12,101,A,2,E1,F,228
13,101,A,2,E1,F,228
14,101,A,2,E1,F,228
15,101,A,2,E1,M,228
16,101,A,2,E1,M,228
17,101,A,2,E1,M,228
18,101,A,2,E1,M,228
19,101,A,2,E1,M,228
20,101,A,2,E1,M,228
21,101,A,2,E1,M,236
22,101,A,2,E1,M,236
23,101,A,2,E1,M,244
24,101,A,2,E1,M,244
25,101,A,2,E1,NA,NA
26,101,A,2,E1,NA,NA
27,101,A,2,E1,NA,NA
28,101,A,2,E1,NA,NA
29,101,A,2,E1,NA,NA
30,101,A,2,E1,NA,NA
1,101,B,1,E1,F,220
2,101,B,1,E1,F,220
3,101,B,1,E1,F,220
4,101,B,1,E1,F,228
5,101,B,1,E1,F,228
6,101,B,1,E1,F,228
7,101,B,1,E1,M,244
8,101,B,1,E1,F,244
9,101,B,1,E1,F,252
10,101,B,1,E1,M,252
11,101,B,1,E1,M,252
12,101,B,1,E1,M,252
13,101,B,1,E1,M,252
14,101,B,1,E1,M,252
15,101,B,1,E1,M,252
16,101,B,1,E1,M,252
17,101,B,1,E1,M,260
18,101,B,1,E1,M,268
19,101,B,1,E1,M,268
20,101,B,1,E1,F,268
21,101,B,1,E1,F,268
22,101,B,1,E1,F,268
23,101,B,1,E1,F,276
24,101,B,1,E1,F,276
25,101,B,1,E1,F,276
26,101,B,1,E1,F,276
27,101,B,1,E1,F,276
28,101,B,1,E1,F,284
29,101,B,1,E1,F,284
30,101,B,1,E1,NA,NA
1,101,B,2,E1,F,228
2,101,B,2,E1,F,228
3,101,B,2,E1,M,228
4,101,B,2,E1,F,236
5,101,B,2,E1,F,236
6,101,B,2,E1,F,244
7,101,B,2,E1,F,244
8,101,B,2,E1,F,244
9,101,B,2,E1,F,244
10,101,B,2,E1,M,244
11,101,B,2,E1,M,244
12,101,B,2,E1,F,244
13,101,B,2,E1,F,252
14,101,B,2,E1,F,252
15,101,B,2,E1,M,260
16,101,B,2,E1,M,260
17,101,B,2,E1,M,260
18,101,B,2,E1,M,268
19,101,B,2,E1,M,268
20,101,B,2,E1,M,276
21,101,B,2,E1,M,276
22,101,B,2,E1,M,276
23,101,B,2,E1,M,276
24,101,B,2,E1,M,276
25,101,B,2,E1,M,276
26,101,B,2,E1,M,284
27,101,B,2,E1,M,284
28,101,B,2,E1,M,284
29,101,B,2,E1,NA,NA
30,101,B,2,E1,NA,NA
1,101,C,1,E1,F,212
2,101,C,1,E1,F,212
3,101,C,1,E1,F,212
4,101,C,1,E1,F,212
5,101,C,1,E1,F,212
6,101,C,1,E1,F,212
7,101,C,1,E1,F,212
8,101,C,1,E1,F,212
9,101,C,1,E1,F,212
10,101,C,1,E1,F,212
11,101,C,1,E1,M,228
12,101,C,1,E1,F,228
13,101,C,1,E1,F,228
14,101,C,1,E1,M,228
15,101,C,1,E1,NA,NA
16,101,C,1,E1,NA,NA
17,101,C,1,E1,NA,NA
18,101,C,1,E1,NA,NA
19,101,C,1,E1,NA,NA
20,101,C,1,E1,NA,NA
21,101,C,1,E1,NA,NA
22,101,C,1,E1,NA,NA
23,101,C,1,E1,NA,NA
24,101,C,1,E1,NA,NA
25,101,C,1,E1,NA,NA
26,101,C,1,E1,NA,NA
27,101,C,1,E1,NA,NA
28,101,C,1,E1,NA,NA
29,101,C,1,E1,NA,NA
30,101,C,1,E1,NA,NA
1,101,C,2,E1,M,220
2,101,C,2,E1,M,220
3,101,C,2,E1,M,220
4,101,C,2,E1,M,228
5,101,C,2,E1,M,228
6,101,C,2,E1,M,228
7,101,C,2,E1,M,228
8,101,C,2,E1,M,228
9,101,C,2,E1,M,228
10,101,C,2,E1,F,228
11,101,C,2,E1,F,228
12,101,C,2,E1,F,228
13,101,C,2,E1,F,228
14,101,C,2,E1,F,228
15,101,C,2,E1,F,236
16,101,C,2,E1,F,236
17,101,C,2,E1,F,236
18,101,C,2,E1,F,236
19,101,C,2,E1,F,236
20,101,C,2,E1,M,236
21,101,C,2,E1,M,236
22,101,C,2,E1,F,236
23,101,C,2,E1,M,236
24,101,C,2,E1,F,236
25,101,C,2,E1,NA,NA
26,101,C,2,E1,NA,NA
27,101,C,2,E1,NA,NA
28,101,C,2,E1,NA,NA
29,101,C,2,E1,NA,NA
30,101,C,2,E1,NA,NA
1,101,D,1,E1,F,244
2,101,D,1,E1,F,244
3,101,D,1,E1,F,244
4,101,D,1,E1,F,244
5,101,D,1,E1,F,244
6,101,D,1,E1,F,244
7,101,D,1,E1,F,244
8,101,D,1,E1,F,244
9,101,D,1,E1,F,244
10,101,D,1,E1,M,244
11,101,D,1,E1,M,244
12,101,D,1,E1,M,244
13,101,D,1,E1,M,244
14,101,D,1,E1,M,252
15,101,D,1,E1,M,252
16,101,D,1,E1,M,252
17,101,D,1,E1,M,252
18,101,D,1,E1,M,252
19,101,D,1,E1,M,252
20,101,D,1,E1,F,252
21,101,D,1,E1,F,252
22,101,D,1,E1,F,252
23,101,D,1,E1,M,268
24,101,D,1,E1,M,268
25,101,D,1,E1,M,276
26,101,D,1,E1,NA,NA
27,101,D,1,E1,NA,NA
28,101,D,1,E1,NA,NA
29,101,D,1,E1,NA,NA
30,101,D,1,E1,NA,NA
1,101,D,2,E1,M,244
2,101,D,2,E1,F,244
3,101,D,2,E1,F,244
4,101,D,2,E1,F,244
5,101,D,2,E1,M,252
6,101,D,2,E1,M,252
7,101,D,2,E1,F,252
8,101,D,2,E1,M,252
9,101,D,2,E1,F,252
10,101,D,2,E1,F,252
11,101,D,2,E1,F,244
12,101,D,2,E1,F,244
13,101,D,2,E1,M,260
14,101,D,2,E1,M,260
15,101,D,2,E1,M,260
16,101,D,2,E1,M,260
17,101,D,2,E1,M,260
18,101,D,2,E1,F,260
19,101,D,2,E1,F,260
20,101,D,2,E1,F,268
21,101,D,2,E1,F,268
22,101,D,2,E1,F,268
23,101,D,2,E1,F,268
24,101,D,2,E1,F,268
25,101,D,2,E1,M,268
26,101,D,2,E1,M,268
27,101,D,2,E1,NA,NA
28,101,D,2,E1,NA,NA
29,101,D,2,E1,NA,NA
30,101,D,2,E1,NA,NA
1,102,A,1,E1,F,220
2,102,A,1,E1,F,220
3,102,A,1,E1,F,220
4,102,A,1,E1,F,228
5,102,A,1,E1,F,228
6,102,A,1,E1,F,228
7,102,A,1,E1,M,236
8,102,A,1,E1,F,244
9,102,A,1,E1,F,244
10,102,A,1,E1,F,244
11,102,A,1,E1,F,244
12,102,A,1,E1,M,244
13,102,A,1,E1,M,252
14,102,A,1,E1,M,252
15,102,A,1,E1,M,252
16,102,A,1,E1,M,252
17,102,A,1,E1,F,252
18,102,A,1,E1,F,252
19,102,A,1,E1,F,260
20,102,A,1,E1,F,260
21,102,A,1,E1,F,276
22,102,A,1,E1,F,276
23,102,A,1,E1,F,284
24,102,A,1,E1,M,284
25,102,A,1,E1,M,284
26,102,A,1,E1,NA,NA
27,102,A,1,E1,NA,NA
28,102,A,1,E1,NA,NA
29,102,A,1,E1,NA,NA
30,102,A,1,E1,NA,NA
1,102,A,2,E1,M,228
2,102,A,2,E1,M,228
3,102,A,2,E1,M,244
4,102,A,2,E1,M,244
5,102,A,2,E1,M,244
6,102,A,2,E1,M,244
7,102,A,2,E1,M,244
8,102,A,2,E1,M,244
9,102,A,2,E1,M,244
10,102,A,2,E1,M,244
11,102,A,2,E1,M,244
12,102,A,2,E1,M,244
13,102,A,2,E1,M,244
14,102,A,2,E1,F,244
15,102,A,2,E1,F,244
16,102,A,2,E1,F,252
17,102,A,2,E1,F,252
18,102,A,2,E1,F,252
19,102,A,2,E1,F,252
20,102,A,2,E1,F,252
21,102,A,2,E1,F,252
22,102,A,2,E1,F,252
23,102,A,2,E1,F,252
24,102,A,2,E1,M,252
25,102,A,2,E1,NA,NA
26,102,A,2,E1,NA,NA
27,102,A,2,E1,NA,NA
28,102,A,2,E1,NA,NA
29,102,A,2,E1,NA,NA
30,102,A,2,E1,NA,NA
1,102,B,1,E1,F,204
2,102,B,1,E1,M,204
3,102,B,1,E1,M,204
4,102,B,1,E1,M,220
5,102,B,1,E1,M,244
6,102,B,1,E1,M,244
7,102,B,1,E1,M,244
8,102,B,1,E1,M,244
9,102,B,1,E1,M,244
10,102,B,1,E1,M,244
11,102,B,1,E1,M,252
12,102,B,1,E1,M,252
13,102,B,1,E1,F,252
14,102,B,1,E1,F,252
15,102,B,1,E1,F,252
16,102,B,1,E1,F,252
17,102,B,1,E1,F,252
18,102,B,1,E1,F,260
19,102,B,1,E1,M,260
20,102,B,1,E1,M,260
21,102,B,1,E1,F,260
22,102,B,1,E1,M,260
23,102,B,1,E1,M,268
24,102,B,1,E1,M,268
25,102,B,1,E1,M,268
26,102,B,1,E1,M,268
27,102,B,1,E1,M,276
28,102,B,1,E1,M,276
29,102,B,1,E1,M,276
30,102,B,1,E1,M,276
1,102,B,2,E1,M,204
2,102,B,2,E1,M,204
3,102,B,2,E1,M,204
4,102,B,2,E1,M,204
5,102,B,2,E1,F,204
6,102,B,2,E1,F,220
7,102,B,2,E1,F,220
8,102,B,2,E1,F,220
9,102,B,2,E1,F,220
10,102,B,2,E1,F,220
11,102,B,2,E1,F,220
12,102,B,2,E1,F,228
13,102,B,2,E1,F,228
14,102,B,2,E1,F,228
15,102,B,2,E1,M,236
16,102,B,2,E1,M,236
17,102,B,2,E1,M,244
18,102,B,2,E1,M,244
19,102,B,2,E1,M,252
20,102,B,2,E1,M,252
21,102,B,2,E1,M,260
22,102,B,2,E1,M,260
23,102,B,2,E1,M,268
24,102,B,2,E1,M,268
25,102,B,2,E1,F,276
26,102,B,2,E1,F,276
27,102,B,2,E1,F,276
28,102,B,2,E1,F,284
29,102,B,2,E1,F,284
30,102,B,2,E1,F,284
1,102,C,1,E1,F,196
2,102,C,1,E1,F,196
3,102,C,1,E1,F,196
4,102,C,1,E1,F,196
5,102,C,1,E1,M,204
6,102,C,1,E1,F,204
7,102,C,1,E1,F,204
8,102,C,1,E1,M,204
9,102,C,1,E1,M,204
10,102,C,1,E1,M,204
11,102,C,1,E1,M,204
12,102,C,1,E1,M,204
13,102,C,1,E1,M,212
14,102,C,1,E1,M,212
15,102,C,1,E1,M,212
16,102,C,1,E1,M,212
17,102,C,1,E1,M,220
18,102,C,1,E1,M,220
19,102,C,1,E1,F,220
20,102,C,1,E1,F,220
21,102,C,1,E1,F,228
22,102,C,1,E1,F,228
23,102,C,1,E1,F,228
24,102,C,1,E1,F,228
25,102,C,1,E1,NA,NA
26,102,C,1,E1,NA,NA
27,102,C,1,E1,NA,NA
28,102,C,1,E1,NA,NA
29,102,C,1,E1,NA,NA
30,102,C,1,E1,NA,NA
1,102,C,2,E1,M,204
2,102,C,2,E1,M,204
3,102,C,2,E1,M,204
4,102,C,2,E1,F,204
5,102,C,2,E1,F,204
6,102,C,2,E1,F,204
7,102,C,2,E1,F,204
8,102,C,2,E1,F,204
9,102,C,2,E1,F,204
10,102,C,2,E1,M,212
11,102,C,2,E1,M,212
12,102,C,2,E1,M,212
13,102,C,2,E1,F,212
14,102,C,2,E1,F,212
15,102,C,2,E1,M,212
16,102,C,2,E1,M,220
17,102,C,2,E1,F,220
18,102,C,2,E1,M,220
19,102,C,2,E1,M,220
20,102,C,2,E1,M,220
21,102,C,2,E1,M,220
22,102,C,2,E1,M,220
23,102,C,2,E1,M,228
24,102,C,2,E1,M,228
25,102,C,2,E1,M,228
26,102,C,2,E1,M,228
27,102,C,2,E1,F,228
28,102,C,2,E1,M,228
29,102,C,2,E1,M,228
30,102,C,2,E1,M,228
1,102,D,1,E1,F,244
2,102,D,1,E1,M,244
3,102,D,1,E1,F,252
4,102,D,1,E1,F,252
5,102,D,1,E1,F,252
6,102,D,1,E1,F,252
7,102,D,1,E1,F,252
8,102,D,1,E1,F,252
9,102,D,1,E1,M,252
10,102,D,1,E1,M,260
11,102,D,1,E1,M,260
12,102,D,1,E1,M,260
13,102,D,1,E1,M,260
14,102,D,1,E1,F,260
15,102,D,1,E1,F,260
16,102,D,1,E1,F,260
17,102,D,1,E1,F,260
18,102,D,1,E1,F,260
19,102,D,1,E1,F,260
20,102,D,1,E1,M,268
21,102,D,1,E1,M,268
22,102,D,1,E1,M,268
23,102,D,1,E1,F,268
24,102,D,1,E1,F,268
25,102,D,1,E1,NA,NA
26,102,D,1,E1,NA,NA
27,102,D,1,E1,NA,NA
28,102,D,1,E1,NA,NA
29,102,D,1,E1,NA,NA
30,102,D,1,E1,NA,NA
1,102,D,2,E1,M,244
2,102,D,2,E1,M,244
3,102,D,2,E1,M,244
4,102,D,2,E1,M,244
5,102,D,2,E1,M,244
6,102,D,2,E1,M,244
7,102,D,2,E1,F,244
8,102,D,2,E1,F,244
9,102,D,2,E1,F,252
10,102,D,2,E1,F,252
11,102,D,2,E1,F,252
12,102,D,2,E1,F,252
13,102,D,2,E1,M,252
14,102,D,2,E1,M,252
15,102,D,2,E1,M,252
16,102,D,2,E1,M,268
17,102,D,2,E1,M,268
18,102,D,2,E1,M,268
19,102,D,2,E1,M,268
20,102,D,2,E1,M,276
21,102,D,2,E1,NA,NA
22,102,D,2,E1,NA,NA
23,102,D,2,E1,NA,NA
24,102,D,2,E1,NA,NA
25,102,D,2,E1,NA,NA
26,102,D,2,E1,NA,NA
27,102,D,2,E1,NA,NA
28,102,D,2,E1,NA,NA
29,102,D,2,E1,NA,NA
30,102,D,2,E1,NA,NA
1,103,A,1,E1,M,220
2,103,A,1,E1,M,220
3,103,A,1,E1,M,220
4,103,A,1,E1,F,220
5,103,A,1,E1,F,220
6,103,A,1,E1,F,220
7,103,A,1,E1,M,228
8,103,A,1,E1,M,228
9,103,A,1,E1,M,228
10,103,A,1,E1,M,228
11,103,A,1,E1,M,236
12,103,A,1,E1,F,236
13,103,A,1,E1,F,236
14,103,A,1,E1,F,236
15,103,A,1,E1,F,236
16,103,A,1,E1,F,236
17,103,A,1,E1,M,236
18,103,A,1,E1,M,236
19,103,A,1,E1,F,236
20,103,A,1,E1,F,236
21,103,A,1,E1,F,244
22,103,A,1,E1,F,244
23,103,A,1,E1,M,244
24,103,A,1,E1,M,244
25,103,A,1,E1,M,252
26,103,A,1,E1,M,260
27,103,A,1,E1,M,260
28,103,A,1,E1,NA,NA
29,103,A,1,E1,NA,NA
30,103,A,1,E1,NA,NA
1,103,A,2,E1,F,220
2,103,A,2,E1,F,220
3,103,A,2,E1,F,228
4,103,A,2,E1,F,228
5,103,A,2,E1,F,228
6,103,A,2,E1,F,228
7,103,A,2,E1,F,228
8,103,A,2,E1,F,228
9,103,A,2,E1,F,228
10,103,A,2,E1,M,236
11,103,A,2,E1,F,236
12,103,A,2,E1,M,244
13,103,A,2,E1,M,244
14,103,A,2,E1,M,244
15,103,A,2,E1,M,244
16,103,A,2,E1,F,244
17,103,A,2,E1,F,268
18,103,A,2,E1,F,268
19,103,A,2,E1,F,276
20,103,A,2,E1,F,284
21,103,A,2,E1,M,284
22,103,A,2,E1,M,284
23,103,A,2,E1,M,284
24,103,A,2,E1,M,284
25,103,A,2,E1,M,284
26,103,A,2,E1,F,284
27,103,A,2,E1,M,284
28,103,A,2,E1,M,284
29,103,A,2,E1,M,292
30,103,A,2,E1,M,292
1,103,B,1,E1,F,212
2,103,B,1,E1,F,212
3,103,B,1,E1,F,220
4,103,B,1,E1,F,220
5,103,B,1,E1,F,220
6,103,B,1,E1,F,220
7,103,B,1,E1,M,228
8,103,B,1,E1,M,228
9,103,B,1,E1,M,228
10,103,B,1,E1,M,228
11,103,B,1,E1,M,228
12,103,B,1,E1,M,228
13,103,B,1,E1,M,228
14,103,B,1,E1,F,220
15,103,B,1,E1,F,228
16,103,B,1,E1,F,228
17,103,B,1,E1,F,228
18,103,B,1,E1,F,228
19,103,B,1,E1,M,228
20,103,B,1,E1,F,228
21,103,B,1,E1,F,228
22,103,B,1,E1,F,228
23,103,B,1,E1,F,228
24,103,B,1,E1,F,228
25,103,B,1,E1,M,228
26,103,B,1,E1,M,236
27,103,B,1,E1,M,244
28,103,B,1,E1,M,244
29,103,B,1,E1,M,244
30,103,B,1,E1,M,244
1,103,B,2,E1,M,220
2,103,B,2,E1,F,220
3,103,B,2,E1,F,220
4,103,B,2,E1,F,220
5,103,B,2,E1,F,228
6,103,B,2,E1,F,228
7,103,B,2,E1,M,228
8,103,B,2,E1,M,228
9,103,B,2,E1,M,228
10,103,B,2,E1,F,228
11,103,B,2,E1,M,236
12,103,B,2,E1,M,236
13,103,B,2,E1,M,236
14,103,B,2,E1,M,236
15,103,B,2,E1,M,236
16,103,B,2,E1,M,236
17,103,B,2,E1,M,236
18,103,B,2,E1,M,236
19,103,B,2,E1,F,236
20,103,B,2,E1,F,236
21,103,B,2,E1,F,236
22,103,B,2,E1,F,236
23,103,B,2,E1,F,236
24,103,B,2,E1,F,244
25,103,B,2,E1,F,244
26,103,B,2,E1,F,244
27,103,B,2,E1,M,252
28,103,B,2,E1,M,252
29,103,B,2,E1,F,252
30,103,B,2,E1,F,252
1,103,C,1,E1,F,196
2,103,C,1,E1,F,196
3,103,C,1,E1,F,196
4,103,C,1,E1,F,196
5,103,C,1,E1,F,196
6,103,C,1,E1,F,196
7,103,C,1,E1,F,204
8,103,C,1,E1,F,204
9,103,C,1,E1,F,204
10,103,C,1,E1,F,204
11,103,C,1,E1,F,204
12,103,C,1,E1,F,204
13,103,C,1,E1,M,204
14,103,C,1,E1,M,204
15,103,C,1,E1,M,204
16,103,C,1,E1,F,204
17,103,C,1,E1,F,212
18,103,C,1,E1,F,212
19,103,C,1,E1,M,212
20,103,C,1,E1,M,212
21,103,C,1,E1,M,212
22,103,C,1,E1,M,212
23,103,C,1,E1,M,220
24,103,C,1,E1,F,220
25,103,C,1,E1,F,220
26,103,C,1,E1,F,220
27,103,C,1,E1,F,220
28,103,C,1,E1,NA,NA
29,103,C,1,E1,NA,NA
30,103,C,1,E1,NA,NA
1,103,C,2,E1,F,204
2,103,C,2,E1,F,204
3,103,C,2,E1,F,204
4,103,C,2,E1,F,204
5,103,C,2,E1,F,204
6,103,C,2,E1,F,204
7,103,C,2,E1,F,212
8,103,C,2,E1,F,212
9,103,C,2,E1,F,212
10,103,C,2,E1,F,212
11,103,C,2,E1,F,212
12,103,C,2,E1,M,220
13,103,C,2,E1,M,220
14,103,C,2,E1,F,220
15,103,C,2,E1,F,228
16,103,C,2,E1,F,228
17,103,C,2,E1,F,228
18,103,C,2,E1,F,228
19,103,C,2,E1,M,228
20,103,C,2,E1,F,228
21,103,C,2,E1,F,228
22,103,C,2,E1,F,228
23,103,C,2,E1,F,228
24,103,C,2,E1,F,228
25,103,C,2,E1,M,228
26,103,C,2,E1,M,228
27,103,C,2,E1,M,228
28,103,C,2,E1,M,228
29,103,C,2,E1,M,228
30,103,C,2,E1,M,228
1,103,D,1,E1,M,236
2,103,D,1,E1,F,236
3,103,D,1,E1,F,236
4,103,D,1,E1,F,236
5,103,D,1,E1,F,236
6,103,D,1,E1,F,236
7,103,D,1,E1,F,236
8,103,D,1,E1,F,236
9,103,D,1,E1,F,236
10,103,D,1,E1,F,236
11,103,D,1,E1,F,244
12,103,D,1,E1,F,244
13,103,D,1,E1,F,244
14,103,D,1,E1,F,244
15,103,D,1,E1,M,244
16,103,D,1,E1,M,244
